ds,yhat,yhat_lower,yhat_upper
2010-03-11,46788159.55325531,42310178.9889463,51378332.61593704
2010-03-12,46472865.513826065,41824107.64996689,50895502.9785648
2010-03-13,46101830.23078849,41725293.58952704,50735074.077530265
2010-03-14,45802450.37759695,41193521.588323966,50582443.807585165
2010-03-15,45600146.6990894,40989849.82023776,49837593.42133621
2010-03-16,45513632.27226077,40787361.55267257,50510528.9920322
2010-03-17,45469447.89753743,41025488.13574909,50208969.72524573
2010-03-18,45400904.05390388,40783500.69401285,49952620.57263533
2010-03-19,45281552.074728824,40463366.83497049,50142508.55964454
2010-03-20,45209482.88333231,40387385.0665985,49843278.75946468
2010-03-21,45259049.12172572,40705163.87722073,49616380.17985812
2010-03-22,45403819.52193704,40923021.25338927,50157869.82717103
2010-03-23,45657412.48221533,41260505.335741036,50113652.217555046
2010-03-24,45991333.84641933,41515116.51755959,50389016.39004026
2010-03-25,46372299.120345555,41696245.53076681,50693084.66679639
2010-03-26,46714737.86747632,41957822.8420439,51139493.913941175
2010-03-27,46942723.81460897,42143019.86890603,51625929.08198214
2010-03-28,46918133.45431872,42060048.2598106,51531598.74225994
2010-03-29,46497669.03447881,41876677.73508235,51058538.0358643
2010-03-30,45771770.5531748,41218908.20088097,50224397.53405959
2010-03-31,44973897.38097601,40210710.52645573,49830072.56848229
2010-04-01,44408816.46205238,40202659.88208155,49136930.272999346
2010-04-02,44269776.883150734,39948054.441024035,49229833.04538407
2010-04-03,44615814.28264449,39921051.31915163,48976932.07558912
2010-04-04,45289967.59786092,40613016.33726124,50187215.9927019
2010-04-05,46008842.849398114,41537641.16660319,50698518.47218447
2010-04-06,46635569.57783105,42216296.04198029,51297361.53889087
2010-04-07,47119584.63980823,42716617.00907821,51761130.71271
2010-04-08,47475712.114837185,42824987.803123534,51950639.04065838
2010-04-09,47685722.946115084,43055645.26414299,52181688.48182583
2010-04-10,47761257.61397231,43150049.28681863,52598145.64113176
2010-04-11,47689016.60808636,42807596.050425455,52292167.299881995
2010-04-12,47454307.1160268,42895205.36255022,52327450.893027686
2010-04-13,47187018.92988559,42636655.37701232,51765147.27994541
2010-04-14,46993779.72044697,42364397.39007221,51369957.17782032
2010-04-15,46913416.047910266,42415895.3975402,51918406.27975996
2010-04-16,46876307.82372277,42058562.41777623,51467858.82777721
2010-04-17,46843281.84854895,42372738.42125505,51073876.32721624
2010-04-18,46781459.769489475,41874369.04004486,51339119.916846864
2010-04-19,46663714.44553924,42311426.03385866,51182592.98863122
2010-04-20,46581742.42827468,41978058.49907263,50956488.70974125
2010-04-21,46585419.28359874,42208598.69441722,51257082.197955124
2010-04-22,46682921.2366731,41791979.42248951,51262109.61384361
2010-04-23,46830774.10964338,42147812.18272838,51123621.58317616
2010-04-24,47042081.54154891,42290010.986517526,51626305.534766294
2010-04-25,47282432.21600863,42570281.2121497,51572890.010905586
2010-04-26,47409061.56770931,42787701.96841366,52073021.70605865
2010-04-27,47310311.84984967,42729690.64023144,51734004.502937004
2010-04-28,46859325.90139661,42253305.22968232,51635106.79125932
2010-04-29,46041525.35528399,41473019.84422171,50424640.18266133
2010-04-30,44993718.65583683,40504743.09447045,49954725.08263618
2010-05-01,44047513.05390128,39452497.14900648,48803361.98955645
2010-05-02,43492746.076812334,38564090.3898304,48010026.365790136
2010-05-03,43400309.854768865,38585245.02303921,47661635.12848409
2010-05-04,43724652.019034326,39231402.37418882,48901893.1300944
2010-05-05,44247425.532768376,39426617.39394503,48688238.65188487
2010-05-06,44768410.24042019,40393212.347431645,49104734.72695633
2010-05-07,45165847.44485888,39994453.505878724,49536386.227181405
2010-05-08,45476657.35845287,40657297.23746588,49706549.5350813
2010-05-09,45728063.04710675,41076316.88996614,50518743.186480775
2010-05-10,45851613.481999874,41327932.945600115,50385961.50429825
2010-05-11,45839742.41375459,41111698.680948235,50426569.88711041
2010-05-12,45697697.894576095,41195988.96750242,50311705.50764596
2010-05-13,45503832.37172526,41159187.51028811,50063522.23841894
2010-05-14,45351811.44365558,40833281.12119772,49742651.62536515
2010-05-15,45360960.18675402,40932227.20747401,50036464.34870975
2010-05-16,45529834.11462842,40811269.166262604,49955966.232367635
2010-05-17,45726446.026699185,41191824.043192305,50109774.61364093
2010-05-18,45903408.591164865,41213523.59163336,50678852.52309923
2010-05-19,46050183.85779796,41687565.28024261,51008599.53908679
2010-05-20,46217794.52493654,41570978.07772202,50420118.73801956
2010-05-21,46444647.79842897,41882016.68241883,50705917.709386334
2010-05-22,46796805.643000655,42318404.77702357,51370515.910036124
2010-05-23,47266937.17483344,42756598.56925211,51908068.70341071
2010-05-24,47767776.65756472,43099704.16173279,52654460.10892081
2010-05-25,48286349.71997034,43961788.63384504,52710142.75797315
2010-05-26,48755919.08336197,44432076.173100255,53341627.42094423
2010-05-27,49058461.46193278,44429760.18365585,53825061.67154285
2010-05-28,49025896.82272428,44338326.17929965,53912554.67474655
2010-05-29,48613126.992387995,43557542.55498198,52969165.70041004
2010-05-30,47894498.408008784,43387436.52853079,52531899.03093204
2010-05-31,47048667.2981564,42461614.396893494,51845207.572331384
2010-06-01,46404598.40313626,41469223.66446534,51367678.80131616
2010-06-02,46178981.90266192,41728997.798961535,50728234.648106426
2010-06-03,46394245.24795937,41927185.99123627,51188130.03728714
2010-06-04,46869679.06576746,42059017.23980299,51870778.532975614
2010-06-05,47426436.596447274,42718216.69034043,51951291.44025017
2010-06-06,47918025.35012396,43331425.2630135,52479965.0386802
2010-06-07,48245012.009678826,43612771.49479903,52863955.84854832
2010-06-08,48451290.37551245,43803714.33618613,52792737.757725395
2010-06-09,48545005.39196359,44340480.32995435,53182010.830979735
2010-06-10,48501964.47450106,44037452.30469597,53278674.20249702
2010-06-11,48283407.261130616,43524771.53096665,52778787.26829994
2010-06-12,47975749.20604132,43317552.39525592,52428438.8774417
2010-06-13,47695111.341550045,43383781.48620313,52130843.94892138
2010-06-14,47494959.49130076,42852641.37469252,51905460.08631706
2010-06-15,47438768.335736915,42671915.58129001,52260608.02050607
2010-06-16,47478373.264582224,43129839.24609502,51930518.01697875
2010-06-17,47533248.12435915,42771762.1552525,51435809.119270146
2010-06-18,47538919.806541674,42990355.49687107,52415613.07977656
2010-06-19,47562946.89656185,42999324.70833977,52172004.91887288
2010-06-20,47677061.50299293,43238174.89850128,52401871.16096377
2010-06-21,47871907.05446408,43263610.78319766,52663134.24384726
2010-06-22,48174347.32260289,43624585.4707529,52816559.29238357
2010-06-23,48556585.68468285,43986216.731976,53157802.4582627
2010-06-24,48985266.396617405,44177661.40625336,53825620.683304384
2010-06-25,49390233.02054135,44845457.64371533,53866240.990787745
2010-06-26,49720371.43784145,44776201.75412141,54415587.24706187
2010-06-27,49842237.8464426,45225120.960138105,54409289.387164935
2010-06-28,49568713.023449615,45112020.52706608,54125528.575033724
2010-06-29,48903577.05068935,44209276.22026436,53365414.35780956
2010-06-30,47999785.21063007,43304230.76832789,52802029.68375483
2010-07-01,47144153.22378902,42394192.8867284,51917165.047189005
2010-07-02,46593560.23893389,41996559.87426796,51218091.83077346
2010-07-03,46514370.322808966,41691166.48172921,51141597.025611974
2010-07-04,46834954.81709666,42104998.969513245,51241188.34875001
2010-07-05,47291014.94885741,42629252.314350344,51933753.96125934
2010-07-06,47706629.27208362,42827626.37287589,52439062.916003264
2010-07-07,47982541.12841116,43420906.11696556,52612690.17963772
2010-07-08,48117307.54338381,43437443.84259442,52991890.58779431
2010-07-09,48111312.188287996,43364368.74354426,52549877.71607213
2010-07-10,47997165.66393996,43169878.69381436,52684907.16268473
2010-07-11,47755450.37517183,43137056.225081384,52255226.89885348
2010-07-12,47341241.2824645,42901640.228350274,51885823.00388545
2010-07-13,46861347.2671133,42343313.505458355,51316661.36836711
2010-07-14,46435352.83657326,41907127.83033015,51036148.47246193
2010-07-15,46146835.65470354,41350799.87077895,51134949.72586176
2010-07-16,45969263.9280415,41191963.04345853,50462574.16082288
2010-07-17,45872553.56475548,41446621.28536633,50515126.77211412
2010-07-18,45797394.45567294,40904926.38583003,50144857.271714084
2010-07-19,45682120.739159726,41239072.09509081,50391840.650891356
2010-07-20,45604437.70707484,41002871.43266693,49915739.87958579
2010-07-21,45626164.423869714,41180756.82678108,50208128.620529726
2010-07-22,45774471.40673527,41117010.02488177,50667886.192609124
2010-07-23,46013264.326261826,41546932.79227491,50652092.432742625
2010-07-24,46353100.87216535,41409147.181228615,50755424.74413058
2010-07-25,46764762.73656362,41846679.22827386,51470774.55904621
2010-07-26,47125980.45798767,42703983.38895738,52029505.38530887
2010-07-27,47341069.8097051,42762838.155971006,51826958.436716154
2010-07-28,47261199.7450584,42882325.215812646,51811307.10048432
2010-07-29,46798498.250770524,42302401.929234624,51464408.848285735
2010-07-30,45995036.2483557,41138992.17980854,50585357.13303132
2010-07-31,45124247.48999135,40496427.918899685,49613324.09347874
2010-08-01,44496379.1637463,39786202.21536485,48964814.45359495
2010-08-02,44270689.911642835,39941530.091217935,48859844.828610756
2010-08-03,44490886.471820496,40035500.69462642,49084992.75945099
2010-08-04,44995070.952237934,40341492.92676176,49497743.40482457
2010-08-05,45561860.02594004,41118067.83014959,50454659.49743138
2010-08-06,46013345.415398635,41541721.93823852,50586495.926086135
2010-08-07,46346280.35300257,41577408.737552255,50676052.67593141
2010-08-08,46587712.05741655,41907696.91870992,51265094.92271667
2010-08-09,46690644.7116623,41952770.98812912,51265644.02329104
2010-08-10,46654525.7247428,41922487.31631572,51079655.78728123
2010-08-11,46461943.638233766,42348130.84453866,51311921.23233999
2010-08-12,46159312.479097605,41689280.25798344,50628859.00621775
2010-08-13,45833777.19277929,41397853.50841393,50427089.675949
2010-08-14,45637241.75952952,41319578.11410978,50093585.49960601
2010-08-15,45618306.09737956,40979002.446524866,50389875.01193746
2010-08-16,45675254.67738799,41156260.746586226,50393241.737892054
2010-08-17,45752319.86438008,41354508.92087237,50513972.21258193
2010-08-18,45806968.17780614,41241904.265246935,50137291.819609396
2010-08-19,45866795.212959446,41611510.26579833,50553827.861491136
2010-08-20,45974039.161288194,41634174.59428033,50660903.13074355
2010-08-21,46216717.70144305,41585538.4443475,51039278.6940075
2010-08-22,46605243.67513788,41851319.30672539,51226094.6539327
2010-08-23,47056231.55650158,42023681.887932196,51499553.188415565
2010-08-24,47558665.79925609,43059652.26187493,52305349.24375451
2010-08-25,48061642.91217914,43412974.40572631,52855262.12042382
2010-08-26,48471251.892799355,44081618.72126158,53079937.56820891
2010-08-27,48621684.125808924,44219922.30314292,53371508.824652836
2010-08-28,48420384.89051707,43809420.682212055,53181086.34526047
2010-08-29,47852040.03060416,43141886.23390284,52485718.800025426
2010-08-30,47011648.626655765,42233312.77858097,51268000.75241849
2010-08-31,46206376.60498762,41554646.229691185,50555806.19741759
2010-09-01,45710936.29844147,41200645.85175992,50107592.21915654
2010-09-02,45648086.59423603,41101366.29573128,50469999.39656011
2010-09-03,45913731.20544397,41491489.22085839,50528529.422001205
2010-09-04,46338775.02869668,41623383.88940051,51051301.12695296
2010-09-05,46729599.74321744,42028925.46714831,51578970.658534765
2010-09-06,46931132.03373797,42083394.38717167,51751227.8865773
2010-09-07,46965138.20917389,42038235.52898965,51583488.13926343
2010-09-08,46853276.88951728,42587579.27955372,51706148.10711905
2010-09-09,46588543.94045599,41825638.510248706,50925043.63419813
2010-09-10,46123450.37844216,41611055.251977436,50852760.3348426
2010-09-11,45512951.929465406,41178394.0635543,50249286.72311107
2010-09-12,44851002.22744055,39876016.634958975,49330121.45082767
2010-09-13,44206245.299236596,39317620.94575361,49005972.1056839
2010-09-14,43690230.48489364,39590318.80970518,48335037.42873716
2010-09-15,43302186.65264351,38805635.72683356,47877386.77869978
2010-09-16,42976454.171644025,38553129.682354644,47844676.185215026
2010-09-17,42629084.079393566,38004056.638672866,47419058.01388733
2010-09-18,42300981.510037616,37635332.99972882,47038074.00675933
2010-09-19,42058842.57986685,37589916.51666268,46652597.17370886
2010-09-20,41914458.635131896,37629174.99330901,46535224.85408935
2010-09-21,41922879.28434623,37427952.1077339,46929140.66419083
2010-09-22,42072632.03134892,37227100.90741485,46747364.98461815
2010-09-23,42336512.33572246,37833633.21137133,46873994.28997327
2010-09-24,42657468.93031329,37489423.721491344,47254718.99312176
2010-09-25,43011677.68484392,38682936.87735516,47655496.42065134
2010-09-26,43287492.02449099,38456849.56057661,47799510.89789401
2010-09-27,43280380.54185649,38689034.746894166,47998178.50887324
2010-09-28,42924080.62973043,38470789.1969268,47829505.10833092
2010-09-29,42278574.308771804,37533486.02708824,46860244.3953422
2010-09-30,41572574.90147303,37057403.71798311,46083291.536964014
2010-10-01,41081512.9141104,36391514.001115315,45361201.64550591
2010-10-02,41056315.47132795,36327970.70319791,45885430.57170598
2010-10-03,41518387.732577525,36952268.901717916,45957354.759433396
2010-10-04,42244432.97888163,37701705.04438551,46892106.11335386
2010-10-05,43029801.0661719,38681376.78712064,47762105.22993093
2010-10-06,43710607.44399213,38973957.68412459,48564407.245169476
2010-10-07,44236128.736771785,39711204.60562379,48677785.65918645
2010-10-08,44597076.55360953,40097592.26174925,49244294.85848431
2010-10-09,44837906.67334515,40197915.92181442,49456582.164099984
2010-10-10,44936885.24148308,40357391.97123917,49410185.289636545
2010-10-11,44817659.41266905,40216928.4658777,49416907.318930954
2010-10-12,44547147.00018225,40027538.98738758,49443258.383395165
2010-10-13,44231551.89874331,39660449.2085793,48949303.15932337
2010-10-14,43981509.39637515,39528250.307800114,48773212.57128696
2010-10-15,43816516.816523135,39493163.33894626,48335950.45155924
2010-10-16,43734371.10706758,39175221.988540806,48212587.98597291
2010-10-17,43666790.761614434,38990027.99976937,48155473.4631572
2010-10-18,43521332.40468641,39217388.05911326,48384426.838667735
2010-10-19,43355241.74805968,39065638.101773754,47722803.45492197
2010-10-20,43238824.56610699,38440392.266455606,47789771.740367934
2010-10-21,43227438.38839376,38575145.623838864,47954397.257336535
2010-10-22,43310335.300190374,38458419.94076408,47902072.93157916
2010-10-23,43510665.97295799,38701979.24305385,47995720.847399235
2010-10-24,43832365.45486641,39353461.19398532,48554945.34097904
2010-10-25,44157934.59957932,39512169.64820533,48588869.04413442
2010-10-26,44426151.42513631,40014952.995266914,49060429.099314995
2010-10-27,44500460.49816995,39786914.47922441,49125174.81848149
2010-10-28,44254908.16013556,39710396.91699204,48740235.939098984
2010-10-29,43650551.604476325,39158639.372840784,48441486.51959824
2010-10-30,42885463.75400986,38496212.17489016,47411342.566742085
2010-10-31,42255853.43385514,37489333.99314372,46560745.42193707
2010-11-01,41985519.20744984,37502421.5486924,46801040.99580209
2010-11-02,42223142.62481166,37940708.197656944,47085195.3727709
2010-11-03,42885301.983114436,38278110.3293474,47711622.66818491
2010-11-04,43759360.083727285,39083375.22432351,48495912.194659874
2010-11-05,44616776.359914,40051895.883223005,49064026.95387362
2010-11-06,45393860.53125339,40377362.15998917,49802806.27383709
2010-11-07,46089252.27555375,41334080.9435465,50584532.65034544
2010-11-08,46661207.1539343,41959242.622306935,51017264.32939338
2010-11-09,47116958.2960041,42765579.62166207,51785977.25742972
2010-11-10,47419425.051376656,42980714.97893194,51842730.97975461
2010-11-11,47572095.85847647,42945701.94612524,52511500.99004578
2010-11-12,47628466.82548125,42963414.26102445,52551192.99861295
2010-11-13,47745116.13800575,43593240.86551289,52572938.29775528
2010-11-14,48008027.65265361,43330180.85829419,52752262.774480656
2010-11-15,48351281.30636873,43454681.30264676,52721750.349065356
2010-11-16,48723383.041099735,44365546.524766706,53042530.213769026
2010-11-17,49052710.793226734,44349057.51437585,53630288.329652525
2010-11-18,49332917.278566085,45036013.11535427,54072996.89332254
2010-11-19,49596270.92830811,44837235.451108776,54161270.21495157
2010-11-20,49950109.235551,45337958.54079549,54587815.94679751
2010-11-21,50432664.21369599,45741067.79761683,55024286.290469356
2010-11-22,50977680.111859895,46368968.67269947,55380580.41762688
2010-11-23,51583490.65383272,46730934.28445278,56266513.834165245
2010-11-24,52217522.22168556,47654884.700609475,56964361.00295657
2010-11-25,52819909.903710015,47822430.50114822,57458441.377658755
2010-11-26,53253803.316590846,48658142.537152745,58160420.60236757
2010-11-27,53418218.0018912,49011169.673796535,58430642.75210602
2010-11-28,53238244.89457595,48488659.641537555,57818522.79567189
2010-11-29,52728608.498631746,47773135.2394846,57513609.905687325
2010-11-30,52156080.94809216,47559731.81455108,56547818.355682
2010-12-01,51832842.4270117,47402819.95216304,56541876.12845063
2010-12-02,51983493.417332076,47059007.8922749,57125647.23829106
2010-12-03,52609212.05903983,47664011.08966741,57529333.75442115
2010-12-04,53590194.68685183,49455280.33078168,58173264.55877867
2010-12-05,54708278.08703491,50069828.87534217,59203632.2510868
2010-12-06,55745309.36392513,51144517.07326385,60264186.44711521
2010-12-07,56676551.959598154,52117959.511002734,61211073.12363361
2010-12-08,57514770.708835505,52793846.285774335,62238790.06711601
2010-12-09,58262446.45702104,53936405.836797275,63021781.64335357
2010-12-10,58863025.74091298,54127342.69325176,63736704.675536126
2010-12-11,59331839.53325518,54922742.774686426,63618652.65652344
2010-12-12,59712587.334094964,55045201.27293907,64663702.70150032
2010-12-13,60047494.67331646,55299159.65163321,64367554.02569949
2010-12-14,60461812.0096454,55833512.91332903,64945677.20116079
2010-12-15,60983074.21090747,56328016.115834504,65632919.42694722
2010-12-16,61551912.509273164,57041290.211244784,66174034.32147497
2010-12-17,62050981.65840693,57424437.97703487,66472709.82710119
2010-12-18,62467915.668506846,57821450.96258781,66876227.06120617
2010-12-19,62827405.053729706,58040754.71735379,67681791.8182381
2010-12-20,63128017.512837924,58615658.5009547,68096128.60501875
2010-12-21,63373653.5448262,58839050.70378743,67909917.25698325
2010-12-22,63619288.48343135,59064667.02136985,68422550.54664597
2010-12-23,63832911.71996846,59359395.904778294,68337800.6416236
2010-12-24,63953711.79252087,59296735.60202603,68423138.12837665
2010-12-25,63973175.710273154,59250378.37882603,68621205.75621106
2010-12-26,63805134.73035763,59284315.27039808,68301020.54832353
2010-12-27,63249837.61044401,58346970.96603427,67828325.11114782
2010-12-28,62202395.071681894,57541398.72175276,66688244.9191479
2010-12-29,60647701.08272714,56240928.97755105,65467287.252371855
2010-12-30,58752715.61246833,54160406.261653885,63116699.36174765
2010-12-31,56797938.294613495,52032853.92094816,61793878.77014591
2011-01-01,55122185.47453252,50537439.63199435,59445884.84944587
2011-01-02,53873754.24590198,49267983.91384022,58544958.461491674
2011-01-03,52927556.47263071,48339718.64987999,57660827.75989033
2011-01-04,52110026.74342635,47495832.19079272,56807557.98715296
2011-01-05,51231399.360057235,46354296.406871304,56090525.9369948
2011-01-06,50208343.0978224,45730689.6581553,54785029.04919061
2011-01-07,49032862.28374227,44441885.18415448,53855139.84006251
2011-01-08,47786232.907146916,43465913.30237294,52117627.33484116
2011-01-09,46483543.87393377,42071811.118476965,50909787.40529693
2011-01-10,45055080.79677614,40752684.06885411,49717178.78781239
2011-01-11,43550876.91607709,39085985.03390147,48254170.17031718
2011-01-12,42066918.11704389,37523731.676843256,46941664.33040278
2011-01-13,40737908.78673571,36061773.40629249,45124897.196337536
2011-01-14,39635460.49478374,35018245.57873725,44172625.125229955
2011-01-15,38804650.65663112,33788181.14408517,43408718.389718674
2011-01-16,38186818.7488148,33559278.29447512,42940219.38291417
2011-01-17,37660722.88330578,33261883.544915866,42330241.83708614
2011-01-18,37246919.413008854,32744719.69080285,42276666.23551176
2011-01-19,36998396.2616325,32299180.09818809,41640026.620966926
2011-01-20,36977126.469375886,32283230.87878628,41680135.09139418
2011-01-21,37183330.36600606,32552502.318176284,41839583.622887395
2011-01-22,37638218.43107043,32802439.049893323,42208027.74568647
2011-01-23,38310604.18222818,33567184.884069204,42935335.360314295
2011-01-24,39096627.12644346,34558950.12128806,43853256.572140016
2011-01-25,39942716.83245586,35290273.37570677,44654021.19504407
2011-01-26,40714734.11225932,36266352.61557743,45529793.22882136
2011-01-27,41251354.79938909,36426702.23785795,45813873.68177608
2011-01-28,41427957.83806797,36882347.89307793,45968487.41157395
2011-01-29,41337484.087870136,36967893.3741127,45827685.589771904
2011-01-30,41208393.646192364,36262014.60307385,45777261.12755113
2011-01-31,41275131.56626125,36735017.17283493,46174141.273514785
2011-02-01,41765029.69233185,36739145.766629435,45984219.64010631
2011-02-02,42683271.47770974,37867400.96575643,47272017.4751029
2011-02-03,43856035.74020058,38881021.69738499,48151441.43625235
2011-02-04,45026692.087203614,40246136.89505043,49761878.247869745
2011-02-05,46070416.7448712,41317055.64687987,50401753.91196677
2011-02-06,46942431.34997101,42700972.91181525,51576236.94092716
2011-02-07,47599295.853870474,42719549.630258664,52324107.3318722
2011-02-08,48069490.099570714,43330999.072652176,52687359.172468685
2011-02-09,48324072.43091722,43875603.68416687,53098759.06116446
2011-02-10,48345902.328607805,43650537.25402873,52823883.901186086
2011-02-11,48159228.07797732,43209246.24895945,52741613.18037817
2011-02-12,47916727.81653767,42900087.982404,52330875.518302985
2011-02-13,47740364.49419257,43439654.45895183,52146900.18038864
2011-02-14,47619249.54984052,43154643.1854654,52021590.16312848
2011-02-15,47537438.97837704,42976706.30802658,52354625.44478717
2011-02-16,47420789.43548674,42817165.84561876,52380074.10786777
2011-02-17,47236568.956540875,42737084.2147559,51914708.802395664
2011-02-18,46998192.28670597,42608222.21753667,51797590.572423905
2011-02-19,46820183.47810549,42050732.374866895,51661236.499813154
2011-02-20,46766359.13045879,41829632.05621116,51283713.53130378
2011-02-21,46792560.11584074,41913634.28861292,51033950.02293414
2011-02-22,46904620.69377871,42076031.20444932,51543117.62863781
2011-02-23,47075241.20759732,42640538.775648996,51682382.27774504
2011-02-24,47263703.7787892,42554201.36944004,51658018.025128566
2011-02-25,47361717.38891669,42751379.67858291,52012948.686902985
2011-02-26,47274266.27051998,42594818.55590152,51986814.10127405
2011-02-27,46882277.00433595,42637419.64785387,51356509.89634429
2011-02-28,46112249.12158928,41572482.74174051,50881730.38925506
2011-03-01,45142425.41062631,40536395.813802935,49980067.48490398
2011-03-02,44255724.05240175,39542845.36386545,48991749.98908595
2011-03-03,43727790.85235631,39273825.71053889,48503488.26702274
2011-03-04,43657685.85044653,38994866.383503735,48226358.21176453
2011-03-05,44003263.22830748,39437010.98686704,48501510.83213918
2011-03-06,44561092.85051822,39966535.644928165,49407104.41765444
2011-03-07,45072536.76235957,40179357.22860266,49542100.40431846
2011-03-08,45459358.83821532,40891740.43054879,50039471.16656917
2011-03-09,45713578.477858566,40912220.58379438,50315566.435709715
2011-03-10,45853107.936219774,41340467.83678455,50768241.53986321
2011-03-11,45843029.50100483,41092444.96815086,50438696.52816742
2011-03-12,45693042.22845825,41155087.25859845,50708055.18569039
2011-03-13,45418401.670156494,40698515.581098296,50170263.29120112
2011-03-14,45042661.66663481,40560519.81114417,49795573.00312043
2011-03-15,44706626.47777386,39910892.311883844,49482190.822111756
2011-03-16,44489599.03656589,40087909.38260573,49299450.60744724
2011-03-17,44386899.139236316,40100379.2784291,48996111.549423866
2011-03-18,44319797.372982666,39826414.88884358,48773550.798593506
2011-03-19,44250439.84965888,39564113.49909925,48633650.25829157
2011-03-20,44182819.42329666,39322820.543454766,48518444.45388302
2011-03-21,44117006.75434458,39406653.525629036,49047592.769276656
2011-03-22,44141651.38357712,39703522.88872702,49209001.000384755
2011-03-23,44285096.90624555,39639550.32159605,48820491.432636224
2011-03-24,44537456.52161382,40034640.815265246,49532264.66885675
2011-03-25,44850295.77869265,40125174.26264084,49293055.25861053
2011-03-26,45231121.124854036,40792094.93008976,49997425.30886554
2011-03-27,45625690.00920327,40778096.53379584,50322528.48535956
2011-03-28,45863872.343614936,41348859.142165,50648109.50312752
2011-03-29,45826424.12687588,41330112.00743818,50300182.07421729
2011-03-30,45427060.576535255,40569734.82411691,50307112.13620105
2011-03-31,44730466.500244826,40197936.56858453,49243191.76800059
2011-04-01,43943544.61223381,39398723.991160594,48419008.815870546
2011-04-02,43403434.25830112,38924738.77461086,47900669.28841416
2011-04-03,43327824.090163134,38860159.0591259,47858749.42399844
2011-04-04,43678366.062084,39155956.02061353,48400215.283551306
2011-04-05,44317406.22226458,39726854.64685889,48993428.38844471
2011-04-06,45021874.66744955,40786582.20359396,49479579.321888536
2011-04-07,45634827.24395661,40879609.843182296,50643735.45900571
2011-04-08,46086218.23605914,41172474.494040824,50836890.02707641
2011-04-09,46430443.18393289,41525763.82410413,50670569.94587781
2011-04-10,46679092.808113985,41805580.31408636,51433333.24098984
2011-04-11,46748103.832611404,41887473.92916229,51387704.2735124
2011-04-12,46640503.0073994,42105507.44417014,51161543.12174159
2011-04-13,46395997.36989767,41710623.17512396,51005314.7256087
2011-04-14,46118603.61460272,41713922.96529455,50694024.45601093
2011-04-15,45892317.18573507,41550384.255154096,50820949.73625519
2011-04-16,45805258.51927502,41146669.48204416,50346809.58782561
2011-04-17,45809470.36316728,41165905.71972337,50418341.90438241
2011-04-18,45771803.48551894,41050648.50388145,50596160.74955238
2011-04-19,45676463.04121244,40743171.54023868,50442326.12568852
2011-04-20,45551214.1183504,40872943.125445716,50156903.218370736
2011-04-21,45463087.68369534,40898270.755661465,50185051.59404392
2011-04-22,45440866.585064255,40729992.96134908,50219575.742220625
2011-04-23,45533002.251862764,40922848.89356237,49972866.35997091
2011-04-24,45726784.903854944,41073189.48275833,50474558.0443215
2011-04-25,45939966.93534674,41058780.98767529,50737247.42592813
2011-04-26,46154965.73264232,41246661.99489897,50952952.92950546
2011-04-27,46285961.28041356,41578826.539424144,50693970.04175637
2011-04-28,46200488.882877536,41408754.58055134,50833898.72969418
2011-04-29,45753601.23660162,41463893.15547007,50397748.90620874
2011-04-30,44970635.3771055,40707542.96627779,49749087.56931569
