ds,yhat,yhat_lower,yhat_upper
2010-05-16,45814769.283608265,40940676.26918336,50855497.05092789
2010-05-17,46007132.73440112,41092928.53983921,50541534.05553592
2010-05-18,46200324.8371821,41203446.51108478,51013926.96500522
2010-05-19,46390450.998053856,41495822.49004536,51046741.92830229
2010-05-20,46573867.77124589,41798188.434607886,51293120.16645746
2010-05-21,46724130.36461712,41767765.7546328,51358941.36614812
2010-05-22,46880902.44709979,42189802.73784059,52088348.10746637
2010-05-23,47044721.19854702,41966773.98788703,51855935.815467365
2010-05-24,47170321.51075062,42521990.53456981,51465890.76017963
2010-05-25,47278098.728073664,42241269.56311135,51561751.450281315
2010-05-26,47367381.507360764,42854610.88911572,52133244.62203002
2010-05-27,47438079.078550115,42818337.57955896,51896540.07656012
2010-05-28,47467516.30344417,42618379.28033569,51891885.276266746
2010-05-29,47499226.40343304,42347671.0724052,51884488.3512456
2010-05-30,47537597.883897126,42700153.899461605,52510422.60849747
2010-05-31,47541083.14593968,42767529.10566367,52039064.13446742
2010-06-01,47533551.64136142,42637265.34198607,52231910.88224873
2010-06-02,47517462.399891965,42816693.0012665,51856826.14456486
2010-06-03,47495423.13761352,42509938.28745331,52014884.14894297
2010-06-04,47446951.88253578,42539393.61605466,51821403.465803035
2010-06-05,47417213.0311973,42642571.70117154,52632303.80212472
2010-06-06,47411625.885715574,42703513.962184936,51860699.84928104
2010-06-07,47389054.10099316,42620040.33472856,51962131.76391024
2010-06-08,47373159.23716297,42455252.9438404,51824696.97064993
2010-06-09,47365592.978793316,42291413.36666426,52149260.05323379
2010-06-10,47367594.3756969,42521439.25570629,51918365.08613905
2010-06-11,47356806.6129071,42652838.700923055,51906033.38858076
2010-06-12,47376083.30241812,42572763.17634793,51589529.09872186
2010-06-13,47428179.96364474,42592842.0866273,52089516.948536545
2010-06-14,47469036.37574031,42350815.72102365,52484377.92326614
2010-06-15,47519229.96828951,42585670.604215436,52244877.26927745
2010-06-16,47577271.59868942,42925884.92194218,52150590.17010723
2010-06-17,47641306.774841376,42886446.76915941,52459684.97133063
2010-06-18,47686033.554905675,42947460.64593096,52793499.43467887
2010-06-19,47751603.96330854,42603129.91766265,52307174.23105962
2010-06-20,47838401.65651674,42953222.42177524,52439700.80840447
2010-06-21,47900398.89818134,42877089.72675862,52632019.217554264
2010-06-22,47956670.77620529,43551526.162445515,52752202.78384034
2010-06-23,48004736.2326245,43097014.12955886,52989427.976742335
2010-06-24,48042287.69622833,43335440.53331822,52484989.422737606
2010-06-25,48044119.825652435,43275485.057995915,52815253.69545888
2010-06-26,48051024.041325025,43593076.83587503,53176996.79512858
2010-06-27,48064541.98301426,43031600.79657992,53204158.17088733
2010-06-28,48040281.902806535,43596737.27736284,53360257.085229196
2010-06-29,47999377.389194965,43678877.885399,52523622.31538927
2010-06-30,47941759.919028535,43147238.989204206,53120012.62045689
2010-07-01,47867809.351585366,43100316.62416774,52467620.46675969
2010-07-02,47755195.51750019,42614861.37515323,52082530.21194426
2010-07-03,47647680.46319359,43086697.38131123,52437161.88945134
2010-07-04,47549777.508454174,42752186.81037385,52289928.136200696
2010-07-05,47419974.194056414,42517997.37577201,52106944.92691607
2010-07-06,47282101.52671908,42848930.289765745,51839217.357230164
2010-07-07,47138523.87905943,42385172.27197636,51835881.172168806
2010-07-08,46991716.27754257,42429782.9203966,51692580.95104506
2010-07-09,46821044.5256971,42187328.51956526,51516000.164618075
2010-07-10,46671519.61827645,42292341.73536266,51631437.79474152
2010-07-11,46548424.045120515,42136719.988905735,51627112.06988764
2010-07-12,46410517.999302946,41384162.775652684,50999303.25286302
2010-07-13,46281408.30580218,41639638.49209901,50486394.095094405
2010-07-14,46162754.29633821,41372813.05244291,50961033.112417825
2010-07-15,46055876.696719885,41076893.662645794,50805142.75136627
2010-07-16,45938583.796142034,41388269.71133424,50815773.99096403
2010-07-17,45853984.70491451,40901083.20194483,50706181.01279517
2010-07-18,45805185.233920395,40674693.60742349,50081122.05797373
2010-07-19,45748571.99704159,40961056.297391005,50140579.878917396
2010-07-20,45705264.87128659,40841126.201452725,50258950.925543435
2010-07-21,45674409.17886958,41522269.068894885,50306863.17516734
2010-07-22,45654870.71056807,40688252.17542525,50242441.573444806
2010-07-23,45622144.92411348,40904387.74871267,50081170.70288556
2010-07-24,45617247.29658065,40668674.52960266,50281140.42921276
2010-07-25,45641477.73806308,41218933.195064545,49874892.34104303
2010-07-26,45649762.33044625,40972385.155507885,50160862.66645168
2010-07-27,45662150.55497231,40774937.39636745,50301307.47549688
2010-07-28,45677137.834377214,41165595.248523995,50349392.081226744
2010-07-29,45693375.455261685,40925379.13690546,50479715.87006625
2010-07-30,45686578.67138156,40809486.066242196,50270239.614423595
2010-07-31,45698399.98072134,41048203.29290736,50639599.20767768
2010-08-01,45731161.02716996,41059907.756662615,50784072.64636067
2010-08-02,45741147.48116302,40773797.839706615,50075107.58250898
2010-08-03,45750046.635118224,41040032.82389288,50717368.4651253
2010-08-04,45758199.56379524,41131397.71145732,50120971.84779299
2010-08-05,45766232.32138458,41180666.662187174,50393730.74975323
2010-08-06,45751879.689085014,40858490.4555635,50594354.25961484
2010-08-07,45758771.392144695,41024693.76703215,50233714.881164536
2010-08-08,45791077.300977536,41413610.34867641,50580096.670354135
2010-08-09,45806719.03942769,41198575.82924067,50530610.81261752
2010-08-10,45828730.74094012,40589223.71777017,50350732.227404736
2010-08-11,45858443.62426303,41040660.73038228,50730549.66184512
2010-08-12,45897061.40991648,40985352.560969405,50439137.31814146
2010-08-13,45922442.280307844,40820217.14211717,50861005.06081633
2010-08-14,45977859.05469342,41203017.42825723,50576548.219756335
2010-08-15,46066635.345596984,41238001.80193618,51025505.07704452
2010-08-16,46145365.823577695,41226788.8147018,50835017.03904491
2010-08-17,46235303.455915175,41681412.49646133,50588060.42523022
2010-08-18,46335587.923928194,41680048.37816092,51206871.81614717
2010-08-19,46444881.18777677,41444533.78925402,51233696.89909436
2010-08-20,46538224.288693585,41353856.25820685,51322641.645246916
2010-08-21,46655884.9295896,41955894.73657385,51780778.30669933
2010-08-22,46798091.01331653,42128918.073213555,51379363.56939001
2010-08-23,46918355.296800494,42245432.77357339,51545237.69662491
2010-08-24,47034970.76524709,42348372.61163415,51601028.216347426
2010-08-25,47144347.47653956,42816762.46502814,51751559.71923319
2010-08-26,47242753.30359702,42784228.78420595,52149058.12974599
2010-08-27,47303269.560452126,42562682.899277985,51975091.3344024
2010-08-28,47364725.61246029,42735842.7310063,52224508.08015344
2010-08-29,47426508.638033465,42766405.48682158,52020241.01274213
2010-08-30,47441946.79413714,42298585.99089489,51987557.871039495
2010-08-31,47429845.109695815,42837179.99826687,52418576.3415542
2010-09-01,47387842.62883198,42675029.44916781,52110533.66554912
2010-09-02,47314152.00701179,42032711.81046757,52015987.00416786
2010-09-03,47184491.54958724,42123364.3239924,51986697.91418191
2010-09-04,47040975.94044543,42375173.992153585,51850683.868933536
2010-09-05,46886858.47338401,42139627.59926074,51560805.88938409
2010-09-06,46679828.596532285,42039880.766123876,51306066.615119025
2010-09-07,46443444.107162684,41739201.91380295,50796940.346307985
2010-09-08,46180369.59091015,41417154.8576324,50843484.906221196
2010-09-09,45893985.483770035,41190775.668363035,50822299.00825702
2010-09-10,45565181.34943625,40812289.88665276,50427063.87405565
2010-09-11,45241103.548986614,40544384.19606512,49879766.33613161
2010-09-12,44929754.25749782,40225852.141841754,49374116.5333752
2010-09-13,44593149.87124823,39895713.26737975,49473856.422787115
2010-09-14,44258622.34126034,39262835.32269213,48848593.27558
2010-09-15,43931939.063777775,39418898.47353179,48514772.95495701
2010-09-16,43618809.4567103,38812060.24845886,48216356.15288111
2010-09-17,43301595.162083,38579573.118435346,48367089.98257606
2010-09-18,43027996.888827786,38698856.20215387,47844654.35617
2010-09-19,42805617.084528066,37829589.08617834,47426199.09918079
2010-09-20,42595108.03396459,37510188.0123097,47169633.424398564
2010-09-21,42421489.73734403,37574159.34662176,47034358.359071344
2010-09-22,42287313.24273664,37565949.429348975,46981797.50278385
2010-09-23,42194236.818968885,37677480.17529212,47143638.64208882
2010-09-24,42119830.389167875,37618500.76042073,46795019.9018839
2010-09-25,42107066.30594547,37452915.1509584,46756523.865951926
2010-09-26,42156956.050998986,37643525.07407623,47217989.650990285
2010-09-27,42223912.19861053,37436229.62457982,47491419.95944851
2010-09-28,42326542.6086002,37599323.97294647,47135012.45147326
2010-09-29,42460984.69157208,37528461.661654904,47214694.49562433
2010-09-30,42622655.03900009,37635120.81257909,47327981.43656896
2010-10-01,42783224.93284241,37719536.412418626,47570302.467500806
2010-10-02,42979587.57848066,38641774.577934496,47808099.13003706
2010-10-03,43208708.53292012,38779244.35795978,47992860.794350185
2010-10-04,43421060.880796604,38802270.02037037,48310547.02130122
2010-10-05,43632221.367538914,38710186.613464385,48527898.575810716
2010-10-06,43836295.1585756,38821365.79064487,48632047.63932849
2010-10-07,44027728.978311546,39006440.359860554,48730509.38725266
2010-10-08,44178321.01709048,39643968.91078054,49442939.51953351
2010-10-09,44326192.13750329,39911057.008848,49372046.61066839
2010-10-10,44470609.40157246,39688229.379871145,49129911.64682493
2010-10-11,44565363.90636498,40013053.0776701,49278234.15396024
2010-10-12,44630280.455558226,40026146.568819806,49526585.29258956
2010-10-13,44664528.90901441,39859200.89207526,49716560.94636837
2010-10-14,44668299.93895921,40100110.80846871,49425817.900236025
2010-10-15,44619657.27999391,39485692.94031277,49441324.16344668
2010-10-16,44563335.328172766,39901766.20541727,49422342.38023875
2010-10-17,44505377.940523505,39724779.12679055,49504282.929543816
2010-10-18,44406325.62367969,39262882.76582418,48994652.62110673
2010-10-19,44292534.064307086,39732257.428003326,49022334.166768864
2010-10-20,44169299.3374506,39274254.46362612,48838665.02806116
2010-10-21,44042357.92532992,39230647.61759908,48632251.34009315
2010-10-22,43894578.78971875,38664127.55669336,48143033.22549458
2010-10-23,43774621.1084546,38976690.37422014,48602849.40107048
2010-10-24,43692727.324551396,38831856.877955884,48401006.14757553
2010-10-25,43610014.31415787,38954671.35853019,48361712.766566254
2010-10-26,43553544.23344849,39005565.765125774,48264624.10964895
2010-10-27,43528156.42393435,38924705.702742614,48003982.483926274
2010-10-28,43537977.38940743,39108081.30262576,48000629.56111638
2010-10-29,43563156.48882674,38550069.4946408,48399131.33031626
2010-10-30,43648599.96061819,39112509.073373936,48343486.190441035
2010-10-31,43798601.38475968,38913063.24563202,48467628.59724108
2010-11-01,43970076.4395574,39341999.138241194,48971289.033388905
2010-11-02,44183983.9512156,39376165.007953055,48966565.6166727
2010-11-03,44438606.00551619,39910728.31452416,49574455.08745688
2010-11-04,44731251.1326413,40212509.670201845,49666684.72308192
2010-11-05,45035192.235445246,40444334.42261313,49724592.17825556
2010-11-06,45388605.99407319,40525373.88898895,49870152.15007672
2010-11-07,45789405.8142733,41067260.36053706,50670551.64557729
2010-11-08,46188670.15454356,41612959.134233534,51264651.77606575
2010-11-09,46602242.40083789,41645086.7985123,51513032.89002498
2010-11-10,47024169.59254819,42173954.122967206,51472680.0859418
2010-11-11,47448539.07187467,42504859.51059246,52422820.540876634
2010-11-12,47846520.463911355,43480287.67481188,52470323.61914494
2010-11-13,48255376.26498237,43406114.55080386,53393571.82505194
2010-11-14,48673330.56845254,44105723.41500794,53303188.97347626
2010-11-15,49052996.22689767,44194848.98573605,53678273.26904157
2010-11-16,49412936.14158022,44641367.33772843,53542689.25831212
2010-11-17,49751026.590606175,45226758.01702938,54360758.06990095
2010-11-18,50066183.35698036,45145167.48965377,54933912.24922596
2010-11-19,50335260.799485624,45286885.20484575,54590983.147525325
2010-11-20,50601890.86062978,45950276.452797286,55324469.21233033
2010-11-21,50871156.14457579,46142135.40643927,55546810.50495797
2010-11-22,51104067.61864752,46399214.91876661,55978113.33283399
2010-11-23,51325104.19899652,46557883.233262196,56470761.80909872
2010-11-24,51539137.43009626,47153263.10425645,56606624.232137665
2010-11-25,51751659.90659687,47368852.24592038,56429555.86964882
2010-11-26,51945458.83014887,47280076.63793597,56648285.409503594
2010-11-27,52169243.53769818,47402839.051873766,57161255.60561903
2010-11-28,52432127.568838716,47772452.49299991,56934865.052066185
2010-11-29,52696676.89754518,48206880.25174529,57349274.34487934
2010-11-30,52990111.31490811,48283683.77347165,57949343.433348574
2010-12-01,53317337.81755885,48637394.86415292,58276594.72645909
2010-12-02,53682387.03833104,49118456.67682644,58242363.13835695
2010-12-03,54065072.16884772,49099681.815913066,59042079.18825565
2010-12-04,54509645.42973756,49801947.043801785,59447155.42544469
2010-12-05,55019352.79222239,50614249.330353335,59871153.17199517
2010-12-06,55549597.49418169,51008553.98294177,60480057.51141119
2010-12-07,56119297.050489694,51336079.84217469,60200283.25377426
2010-12-08,56724109.168221526,51323835.7471941,61297012.533205956
2010-12-09,57358093.08192592,52518282.295434885,61649108.574225545
2010-12-10,57990620.2706798,53318332.49236894,62811641.88830725
2010-12-11,58655303.29650479,54202830.368427984,63446695.35215041
2010-12-12,59344836.486355014,54939127.29415166,64311893.655381076
2010-12-13,60004451.53645033,55516136.94337651,64663609.02750274
2010-12-14,60643564.989417255,55953731.99309206,65340928.70604429
2010-12-15,61249285.16779852,56392244.56369924,65854293.11225909
2010-12-16,61808337.385896996,56750176.072434254,66492516.66854486
2010-12-17,62284214.05201304,57199210.06768179,66973502.66424084
2010-12-18,62706311.59676711,57736023.2677967,67239353.1154539
2010-12-19,63064941.880768776,58197643.21413957,67831719.7279392
2010-12-20,63304915.99717277,58533771.439908735,68117783.80494624
2010-12-21,63438017.796334654,58919821.62682636,68154555.25438143
2010-12-22,63454309.346548304,58539241.02276392,68477661.98907217
2010-12-23,63346270.34629766,58556261.63664609,68160359.2462969
2010-12-24,63085132.87965146,58412542.74977,67809477.51548074
2010-12-25,62709896.870243244,58098919.65187339,67741220.32930851
2010-12-26,62222171.71246727,57457029.72023655,67293336.87687166
2010-12-27,61579545.58259654,56918814.22365115,66006192.150870554
2010-12-28,60807060.047821626,56167160.283634216,65323554.06895089
2010-12-29,59910460.47121987,55197962.881975025,64386978.589509554
2010-12-30,58897786.13925292,54325041.37552247,63563382.416340895
2010-12-31,57756113.90302546,52910446.471470006,62639649.059157506
2011-01-01,56540226.3514573,51757990.77188337,61261576.23963362
2011-01-02,55267102.93234436,50709218.33957467,60041176.990661554
2011-01-03,53908944.111221045,48916987.8606202,58707039.70670926
2011-01-04,52504314.6871126,47842777.047129065,57542015.55977064
2011-01-05,51071084.95742515,46089724.518582664,56035388.97449047
2011-01-06,49627741.33267834,44588669.88103811,54597448.46161476
2011-01-07,48169887.1464084,43335275.11539925,53406195.69989943
2011-01-08,46758710.73150512,42169425.12802822,51313093.353219
2011-01-09,45415324.17349305,40967861.6462273,49818632.06036961
2011-01-10,44113686.636890955,39517541.29445821,49013771.29448827
2011-01-11,42891700.90345572,37967624.787496105,47337862.97472482
2011-01-12,41764162.98307924,36606745.78840518,46702591.08805775
2011-01-13,40744136.18655181,36033435.51411403,45528323.18088723
2011-01-14,39819568.82152403,35090949.54841666,44790218.94306675
2011-01-15,39041929.66968842,34053934.60122423,43756041.76531457
2011-01-16,38420760.49169337,33742922.63616064,43058362.601704
2011-01-17,37916854.15193681,32742328.919346623,42600633.37135689
2011-01-18,37553640.69856657,32522379.63148079,42161812.36263514
2011-01-19,37331278.98301671,32337529.69252906,41897347.47553226
2011-01-20,37245893.12385146,32191001.180855826,41695525.71429182
2011-01-21,37269013.354241885,32489474.16543629,42207030.3279407
2011-01-22,37435738.35386462,32812043.056281626,42184646.13767026
2011-01-23,37739634.14956389,32990626.67566108,42624292.79195104
2011-01-24,38126245.060621515,33061917.71627601,42849584.3557798
2011-01-25,38604791.18642395,33740708.75271284,43174357.87694432
2011-01-26,39161717.93967731,34614265.79026436,44155737.42299549
2011-01-27,39782654.8078247,35047552.02999256,44405125.947421044
2011-01-28,40429588.80995619,35842575.202119544,45216343.02315797
2011-01-29,41130013.970875375,36364149.95455575,46081330.18588485
2011-01-30,41871944.40045916,37223396.40135724,46783738.68360138
2011-01-31,42597489.376798406,37879850.359319225,47157088.28790614
2011-02-01,43314564.285222456,38501404.19077626,48068578.486424245
2011-02-02,44010403.56305707,39258011.83973795,48437712.926250465
2011-02-03,44673434.738088734,39718554.36263975,49132289.61558678
2011-02-04,45270322.12485297,40442344.086619265,49981055.911468595
2011-02-05,45834945.690873675,41424323.93520033,50697358.390429266
2011-02-06,46363207.83917951,41753548.11245346,50641626.63444589
2011-02-07,46806372.481112175,42317873.18010632,51422149.086365834
2011-02-08,47182516.87436506,42315635.081985004,52093074.015449464
2011-02-09,47489769.460837506,43068142.580416635,52621107.19478227
2011-02-10,47727900.14374612,43339068.79035969,52279596.92421038
2011-02-11,47875078.98669329,43482173.264338784,52875658.05192003
2011-02-12,47976576.13399348,42806123.29032129,52755086.61808216
2011-02-13,48039302.66218549,43172959.74400797,52474884.202740446
2011-02-14,48024903.19652769,43736906.99796838,52739594.3398302
2011-02-15,47960986.55938877,43268141.89611765,53045456.07954388
2011-02-16,47854172.66629184,43222602.11298285,52829139.376153275
2011-02-17,47712460.43513479,42926261.10000729,52734691.152658924
2011-02-18,47519064.350292064,42904411.783214696,52405813.62917623
2011-02-19,47323837.17379935,42915991.96007451,52359031.47048235
2011-02-20,47136836.60521926,42815897.984262526,51717953.14079862
2011-02-21,46921417.81941005,42011315.11002618,51426495.08911923
2011-02-22,46705502.517009035,41955249.06911477,51133474.918555535
2011-02-23,46494700.32555073,41737461.29024312,51308353.29849691
2011-02-24,46293849.73264874,41532073.50415882,51329027.844236396
2011-02-25,46083793.436217576,41465666.26593983,51106910.27084842
2011-02-26,45910158.04567353,41340965.70031053,50840487.45564157
2011-02-27,45778033.33086615,40941450.60705244,50721347.1248979
2011-02-28,45645255.85508869,40852761.61753555,50213330.10951219
2011-03-01,45533875.97918333,40394689.78862724,50063499.06263143
2011-03-02,45443478.124080986,40758609.87325968,50125911.36383308
2011-03-03,45372915.664943814,40979272.713116646,49929476.32032928
2011-03-04,45297269.839336954,40664334.03969468,49758638.23168412
2011-03-05,45256797.558168955,40395851.40319101,50019770.08419167
2011-03-06,45251758.86395668,40810286.902528524,50130897.28443855
2011-03-07,45235825.129608415,40526619.62010267,49932257.66437173
2011-03-08,45227644.043955155,40628956.03281726,50132184.54348853
2011-03-09,45224229.2013699,40416224.191819675,49918160.46225317
2011-03-10,45222734.51105406,40202021.739063874,49876296.44457916
2011-03-11,45197422.577646084,40438147.211148046,50054100.98036978
2011-03-12,45188592.62473934,40281354.13762759,49636130.5957638
2011-03-13,45197360.26266475,40651548.40587549,50035595.8062543
2011-03-14,45178992.55965697,40629746.3670392,50223733.289469905
2011-03-15,45154377.55008838,40356964.249723144,50032011.38399165
2011-03-16,45123299.69870087,40035013.40047404,50024113.58606877
2011-03-17,45086085.72818272,40252391.626742154,49500140.82810765
2011-03-18,45021330.86758177,40359248.33510173,49719126.546858065
2011-03-19,44971994.04686758,40194927.256151214,49941801.23635188
2011-03-20,44942722.7561247,39935754.82258235,49949121.80446601
2011-03-21,44892152.15412852,39929250.81887636,49598187.961644046
2011-03-22,44844243.85777392,40115246.445079446,49776107.18169408
2011-03-23,44801443.70316273,39989940.32824687,49554301.606844455
2011-03-24,44766226.53202943,40014760.43943833,49411928.14068698
2011-03-25,44717844.75685816,40063178.521709904,49797492.62056333
2011-03-26,44701053.41160027,39853239.55756839,49533200.89510422
2011-03-27,44720710.44626505,39963498.62105914,49468597.96303967
2011-03-28,44734961.3146348,40277709.04050364,49749714.65215833
2011-03-29,44766591.55316887,39955565.57560828,49669053.93266434
2011-03-30,44816222.282986544,40233278.054372735,49406300.953961134
2011-03-31,44883915.215269916,40317783.54517401,49747887.53105658
2011-04-01,44946001.740745574,40174980.30526343,49254427.79349683
2011-04-02,45043906.0138128,40281821.56643467,49940248.94818879
2011-04-03,45178857.4634257,40674425.155831724,49820051.16748033
2011-04-04,45305198.033066355,40575165.32410016,49814369.08506702
2011-04-05,45441863.80087686,40435257.14472692,50013452.08771698
2011-04-06,45585711.69344994,40606941.97173138,50190852.62979029
2011-04-07,45733253.61646848,41298830.73326752,50428347.96225983
2011-04-08,45857608.41941451,41217545.24060175,50682091.891314484
2011-04-09,45997437.66360316,41289956.95277906,50195792.48064789
2011-04-10,46151757.02690252,41316015.63610037,51146975.88112295
2011-04-11,46273325.500153385,41563842.92161863,50806281.739571415
2011-04-12,46380189.42456149,41567395.142892785,51095179.35788768
2011-04-13,46469050.1040128,41718257.72657388,51266817.75662075
2011-04-14,46537016.0150997,42028085.9676215,50840207.23466985
2011-04-15,46558549.4466452,41621342.0734958,51393520.0903988
2011-04-16,46574944.8313969,41887113.47569314,51296390.58157395
2011-04-17,46587375.71534694,42079592.88480543,51286566.2556918
2011-04-18,46551925.573912054,41639762.28103451,51395239.11583791
2011-04-19,46490470.21243099,41795747.75529455,51560863.486585
2011-04-20,46403938.99310899,41995373.25231395,51256239.77931473
2011-04-21,46293947.998037115,41767046.20545867,50790460.176459774
2011-04-22,46139618.57538573,41276591.20710614,50709522.88901969
2011-04-23,45986351.2625826,41189484.41901663,50618821.3139887
2011-04-24,45840451.810468055,41405386.039724566,50619679.978918545
2011-04-25,45662317.06624449,40628606.96213674,50799062.23344195
2011-04-26,45477763.90456778,40747438.29840858,50376863.265805185
2011-04-27,45291176.4279759,40422747.73516164,50201858.371177055
2011-04-28,45107039.09432187,40135137.77751224,49890529.403720275
2011-04-29,44906672.18270065,40268240.24832458,49594680.68793135
2011-04-30,44736942.034895815,40169050.73787972,49808506.6278334
